"name","host_name","neighbourhood","floor","price","footage","avgreview","Deal"
"THE Space","Titus","East Flatbush",1,87.8431114,394,2.06,"Neutral"
"PRIVATE suite / luxury building / west Chelsea","Camille","Chelsea",16,534.7101021,353,3.39,"Bad"
"Comfy Space in Living Room, Midtown Manhattan","Maria","Midtown",16,201.7636905,638,3.89,"Good"
"Gorgeous Astoria 1 Br","Jonathan","Long Island City",5,92.0053705,253,3.12,"Neutral"
"Cheeky Private Bedroom in Bed-Stuy","Michel","Bedford-Stuyvesant",1,88.83968409,248,3.64,"Good"
"Midtown East 2 Bed/2 Bath Elevator Building Apt","Tripp","Murray Hill",1,287.7995203,201,2.27,"Bad"
"Modern Studio with Loft in the LES.","Juan Carlos","Chinatown",1,285.2968013,309,2.5,"Bad"
"Room in Spacious good vibes home","Ariela","Crown Heights",1,90.25147383,236,3.69,"Bad"
"Deluxe Studio in FiDi by Sonder","Sonder","Financial District",16,530.9457505,384,4.32,"Neutral"
"Sonder | 116 John | Warm 1BR + Gym","Sonder","Financial District",16,532.110505,277,3,"Bad"
"纽约之家 (Sunny Home2)","Amy","Flushing",5,78.95152813,365,3.21,"Good"
"beautiful studio one step away from Central Park","Isaies","Harlem",1,267.5541273,202,3.59,"Bad"
"Beautiful Private One Bedroom","Caprice","Flatbush",1,87.34138231,179,2.67,"Neutral"
"2C","Nina","Midtown",1,289.0269074,224,2.34,"Bad"
"Stunning Studio Loft in West Chelsea Brownstone","Lena","Chelsea",16,535.4240309,167,3.73,"Bad"
"Gorgeous 4 BR apt w. King bed 30 min to Manhattan","Sarah","Flatbush",1,191.684624,242,4.1,"Neutral"
"Sunny Apartment In The Heart of Lower Manhattan","Chelcie","Lower East Side",16,535.6990617,411,2.9,"Bad"
"• Spread Love it’s the BK Way • Eco/Veg/Bio/Bckyrd","Jess","Bedford-Stuyvesant",1,196.8004511,240,2.83,"Neutral"
"Vibrant 1 Bedroom Apt.in Midtown","Joe","Hell's Kitchen",16,531.445251,778,1.59,"Bad"
"⋆ Luxury FiDi Terrace Apt w/ Brooklyn Bridge views","Jose","Financial District",16,531.5178656,417,3.06,"Bad"
"Cozy private room in downtown Manhattan, NYC","Melody","Greenwich Village",16,265.6869209,312,2.72,"Neutral"
"Downtown 1BR with Stunning Views and Terrace","Eileen","Lower East Side",16,535.6069309,355,4.59,"Neutral"
"SPACIOUS BROOKLYN STUDIO NEAR MUSEUM","Chris","Crown Heights",1,197.1717658,378,3.5,"Neutral"
"Dyckman Delight - Upscale Apartment Uptown","Nicholas","Inwood",1,258.9667355,492,2.9,"Neutral"
"Upper West Manhattan Spacious Private Bedroom 1D","Yao & Rain","Harlem",1,128.9007737,308,2.42,"Neutral"
"large 1 BR in heart of East Village","Marina","East Village",16,536.4529016,316,2.91,"Bad"
"Manhattan Rooms by Central Park & 6 green train","Mel","East Harlem",1,267.0327033,271,4.91,"Neutral"
"Modern Private Studio -20 min to Manhattan","Michelle & Eddie","Elmhurst",5,161.627832,174,3.42,"Bad"
"Quincy Lighthouse | Modern, Luxury 2-bedroom Oasis","Kristin","Bedford-Stuyvesant",1,196.8919012,360,2.67,"Neutral"
"Bedroom in a Cozy Apartment","Tobi","Harlem",16,245.549406,166,3.34,"Bad"
"Beautiful, quiet room with ensuite bathroom","Anne-Katrin","Bedford-Stuyvesant",1,91.78127229,380,3.09,"Good"
"Studio apartment Midtown East in NY","Eveline","Murray Hill",1,287.2137926,344,2.2,"Bad"
"Private Autumn Room in Brownstone Near Subway","Brady","Bedford-Stuyvesant",1,91.97039573,646,3.43,"Good"
"*NO GUEST SERVICE FEE* Beekman Tower Premium Studio Suite","Red Awning","Midtown",2,284.0418932,464,4.39,"Neutral"
"Brooklyn 3Bed 1Bath 8minute Subway 30 to Manhattan","Shawn","East New York",16,243.5692704,279,4.06,"Neutral"
"Large studio apt in brownstone w/ private garden","Lance","Chelsea",1,285.8244749,341,2.22,"Bad"
"Charming Bohemian East Village Apartment","Chelsea","East Village",1,287.9987989,359,2.96,"Neutral"
"Design Hideaway in a Classic Brooklyn Townhouse","Emily","Bedford-Stuyvesant",1,196.8689539,189,3.93,"Neutral"
"Intimate and Welcoming","Andrea","East Harlem",16,512.8874399,404,2.87,"Bad"
"Brooklyn, New York","Felicia","Bedford-Stuyvesant",16,247.6775386,239,2.24,"Bad"
"1Great Budget Private Room","Digna","Bedford-Stuyvesant",16,250.9627156,363,2.21,"Bad"
"Beautiful modern studio apartment in heart of NYC","Daniel","Chelsea",1,288.301609,312,2.58,"Bad"
"A cozy getaway, home away from home","Isaiah","East New York",1,86.59702923,301,2.72,"Neutral"
"Big Studio apt- Legal NY rental","Janelle","East Flatbush",1,192.0261749,356,3.91,"Neutral"
"Huge Morden Ultra Luxurious Loft","Sherley","Bushwick",1,194.3190159,227,3.32,"Neutral"
"Two Bedroom Apartment with Kitchen and Four Beds.","Blanca","Hell's Kitchen",16,535.0635839,404,2.42,"Bad"
"Light Superhosted Chill LES Apt","David","Lower East Side",1,147.6408199,281,3.73,"Neutral"
"Sunny 2BR Penthouse - HUGE Terrace","Boris","Chinatown",1,284.9533947,342,4.13,"Neutral"
"Astoria Garden Suite","Nancy","Ditmars Steinway",5,165.4554805,432,2.14,"Neutral"
"Luxury private whole apartment 6 people Bushwick!!","Kamaran","Bedford-Stuyvesant",1,194.2680336,282,2.63,"Neutral"
"Luxurious Clean  room 10 min away from Manhattan","Jonathan","Long Island City",5,89.00383483,314,2.43,"Neutral"
"Heart of Greenpoint","Gustavo","Greenpoint",1,209.7082979,487,2.25,"Neutral"
"NYC LUXURY3 BEDROOMS IN MIDTOWN EAST& GYM& BALCONY","Inbal","Murray Hill",2,287.310175,474,2.32,"Neutral"
"私人空间","Jun Jun","Flushing",5,188.996108,563,3.58,"Neutral"
"Charming Newly Renovated West Village Apartment","Leah","Greenwich Village",1,287.1178969,474,2.76,"Neutral"
"1BR in Downtown Brooklyn","Salem","Downtown Brooklyn",16,255.1049689,266,4.19,"Neutral"
"Battery Park Monthly rental, great location.","Pat","Battery Park City",1,281.7066415,279,4.62,"Neutral"
"Spacious 1bd in the heart of Harlem","Lauren","Harlem",1,267.4872842,418,3.61,"Neutral"
"HUGE LUXURY 2BD/2B, 7mn TO TIME SQR","Dominique","Long Island City",5,282.5724424,456,3.44,"Bad"
"Perfect location -  Clean and spacious!","Ken","Hell's Kitchen",1,282.0618661,365,3.01,"Neutral"
"East Brodway in Lower East Side, quiete and cute!","Paolo","Chinatown",1,284.4503766,205,2.28,"Bad"
"Private Bath, Cozy Sunset Terrace Room","Anna","Arverne",5,75.9889982,644,4.92,"Good"
"Large Private Room in 3 bdr apt-East Village","Alexandre","East Village",1,148.0266224,183,2.34,"Neutral"
"SpaHa Loft: Enormous and Bright","Robin","East Harlem",1,266.3039554,311,3,"Neutral"
"Beautiful Lower East Side Loft","Nick","Lower East Side",16,533.8555765,268,3.22,"Bad"
"Artistic pad in East Williamsburg!","Jack","Bushwick",1,197.7324606,175,3.13,"Bad"
"Entire 1 BR apt in luxury building!","Brooke","Financial District",16,531.445251,531,3.86,"Neutral"
"One Bedroom Available in 2BR APT","Michele","Crown Heights",1,91.7999763,507,3.4,"Good"
"Historic Harlem Brownstone -Perfect for Families!","Ami","Harlem",1,262.8137697,377,4.3,"Neutral"
"Cute private bedroom in Bushwick. Close to subway.","Nadia","Bushwick",1,267.0116209,407,4.7,"Bad"
"Beautiful 3000-Square-Ft Brownstone in Cobble Hill","Joanna","Cobble Hill",1,202.8774629,291,2.91,"Bad"
"Huge master bedroom in prime Financial District","Kellie","Financial District",1,143.9505354,296,2.16,"Neutral"
"Great 1BR-private balcony/doorman","Veronique Camille","Hell's Kitchen",16,531.9603609,309,3,"Bad"
"Huge Brooklyn Room in Bushwick","Anthony","Bushwick",1,194.456577,321,3.38,"Neutral"
"Cozy Studio Apartment","Endazsia","Bedford-Stuyvesant",1,197.632564,808,2,"Neutral"
"Sunny Private Room in Brooklyn","Anna","Crown Heights",1,90.85141902,313,4.89,"Good"
"Missy's Place","Melissa","Bedford-Stuyvesant",1,132.6194614,440,2.47,"Neutral"
"Spacious Split Level  Apartment","Maggy","Flatlands",1,189.2366356,624,2.29,"Neutral"
"PRIVATE ROOM near JFK & La Guardia","Luz","Jackson Heights",20,512.9990312,224,4.18,"Bad"
"Beautiful studio apartment /Grand central location","Angie","Midtown",1,286.1849218,314,2.06,"Bad"
"Paddy Pad","Gaudhi","Harlem",16,248.7415802,344,3.5,"Neutral"
"Fantastic Studio in Brooklyn's core","Jae","Fort Greene",1,202.1749215,301,3.04,"Neutral"
"Large Room in Penthouse Apartment","Anthony","Kips Bay",16,266.6220279,447,4.21,"Bad"
"Private, Spacious Garden Apartment","Ayana","Bedford-Stuyvesant",16,515.7195974,337,1.73,"Bad"
"Large Cozy Bedroom 10 mins from Times Sq. 33C3","John","Hell's Kitchen",16,263.7464815,744,4.79,"Good"
"An Architect's Room in Brooklyn","Dana","Bedford-Stuyvesant",1,94.05627847,503,3.27,"Good"
"Beautiful boho-chic bedroom with private bathroom","Elyse","Bushwick",1,131.5345917,413,2.61,"Neutral"
"1 bedroom next to Prospect Park & SubwayStation","Josh","Flatbush",1,88.93790964,183,2.36,"Bad"
"1 bed room apartment in Greenpoint","Jonathan","Greenpoint",1,204.7359954,300,2.63,"Neutral"
"Sun-Filled Apartment in Bushwick","Karen","Bushwick",1,197.8587947,281,2.36,"Neutral"
"Amazing Queens Oasis Steps to Train","Kia","Astoria",5,94.56368251,190,3.42,"Neutral"
"BedStuy Private Room (D8)","Linda","Bedford-Stuyvesant",1,91.95127299,274,3.92,"Good"
"1 bedroom for 2 in a stunning Manhattan apartment","Georges","Murray Hill",1,148.6643775,302,3.32,"Neutral"
"Lovely, charming and clean bedroom in Manhattan.","Bel And Camila","East Harlem",16,248.4875339,359,2.26,"Neutral"
"LOVELY SUITE IN A HISTORIC BROWNSTONE NEAR SUBWAY.","Wene","Clinton Hill",1,201.6194702,424,2.3,"Neutral"
"Modern Duplex - Central Chelsea!!!","David","Chelsea",2,287.9987989,422,2.86,"Neutral"
"Private room in Williamsburg","Lindsay","Greenpoint",1,205.4523187,270,2.92,"Neutral"
"Room with a View","Ilka","Kips Bay",1,148.422192,255,3.08,"Neutral"
"Beautiful Blue Room in West Harlem","Leomaris","Harlem",16,244.3384044,160,3.75,"Bad"
"Guest bedroom off of 30th ave","Melissa","Astoria",5,85.70945691,601,1.75,"Neutral"
"Cozy and Sunny Room Queen Size Bed in Bedstuy","Laure","Bedford-Stuyvesant",1,92.1250987,442,2.31,"Good"
"Great studio on Restaurant Row in Harlem","Moya","Harlem",16,515.8796102,411,3.47,"Bad"
"Charming 2 bedroom apartment in Brooklyn","Tatiana","Bushwick",1,194.7568985,247,2.17,"Good"
"Cozy apartment by Central Park","Erik","Hell's Kitchen",1,110.4363108,181,3.74,"Neutral"
"equipped and modern 2-bd apt","Evonne","Gowanus",16,251.9086046,217,3.38,"Bad"
"Bedroom in UWS 118th st","Miguel","Harlem",16,248.2074066,395,3.84,"Neutral"
"Brooklyn Gem! Close to transportation!","Ezra","Bedford-Stuyvesant",1,94.0316555,362,3.17,"Good"
"Beautiful shared place in Manhattan","Abraham","East Harlem",1,100.8818452,452,2.28,"Good"
"Comfortable Brooklyn Studio","Brenda","East Flatbush",1,192.051241,318,2.17,"Neutral"
"Cute and cozy room, 1 stop from Midtown Manhattan","Anuja","Long Island City",5,87.78809654,246,3.8,"Neutral"
"Room in Huge Union Sq Rooftop Apt!","Jenna","Chelsea",1,149.076364,407,3.47,"Good"
"Luminous Zen Garden Retreat","Terrence","East Village",16,264.8815656,504,2.23,"Neutral"
"Charming Brooklyn Garden apt - historic Macdonough","Mariana","Bedford-Stuyvesant",1,195.0873213,430,3.29,"Neutral"
"Gorgeous 1BR w huge private terrace","Ted","Bedford-Stuyvesant",1,268.4206947,250,2.86,"Bad"
"Clean, Comfortable, Sunny Room 5 Min from LGA","Lisa","Ditmars Steinway",5,84.71582339,192,4.46,"Neutral"
"St. James Pl Garden Studio 1block to PRATT &Gtrain","Erica","Clinton Hill",1,199.9413776,238,3.02,"Neutral"
"Brooklyn home.  Comfort and clean. Liguria room.","John","Bensonhurst",1,85.21697457,330,3.43,"Good"
"Room in Renovated BK Brownstone","Caitlin","Bedford-Stuyvesant",1,94.0071015,494,2.15,"Good"
"Gorgeous 5th FL Walk-up Historic Harlem Sugar Hill","Mike","Harlem",1,262.4666223,217,2.65,"Bad"
"SunnyPrivateRoom TrendyNeighborhood","Meaghan","Bushwick",16,517.4655598,230,2.93,"Bad"
"Perfect Cobble Hill Apartment for Two","Kate","Cobble Hill",1,202.8774629,502,3.14,"Neutral"
"Perfect Weekender in the East Village...","Samuel","East Village",1,285.5587216,305,3.25,"Neutral"
"Small Comfortable Midtown Room","Anthony","Kips Bay",16,266.6220279,395,2.77,"Neutral"
"Charming One Bed Room Apartment","Olga","East Harlem",1,268.1546197,229,2.67,"Bad"
"Beautiful Corner King Room in NYC","Chamber Hotel","Midtown",16,261.1470638,527,2.53,"Neutral"
"Full Comfortable Queens Apartment","Rachel","Glendale",5,162.0505725,698,4.92,"Bad"
"*NO GUEST SERVICE FEE* Beekman Tower Two Bedroom  #3","Red Awning","Midtown",2,284.285838,415,2.44,"Neutral"
"Private Apartment w Outside Space","Robert","Gowanus",1,133.376888,387,3.63,"Good"
"New York Apartment","Karen","Civic Center",16,533.7723357,458,4.42,"Neutral"
"Zen Room in Artist’s Apartment","Leela","Astoria",5,84.15402925,586,3.32,"Good"
"Amazing Private Room in Brooklyn - Fort Greene","Crystal & Clee","Clinton Hill",1,94.82854444,325,3.26,"Good"
"Bohemian room in the heart of Greenwich Village","Brandon","Greenwich Village",16,265.1988144,281,2.01,"Bad"
"Cozy room harlem","April","Harlem",16,513.0131018,589,3.25,"Neutral"
"Private Room in a beautiful 2 BR apartment","Anas","Harlem",1,130.9009162,416,4.04,"Good"
"Brooklyn Queen Bed","Alec","Gowanus",1,94.28103753,349,3.47,"Good"
"Spacious Flatbush Studio","Kathryn","East Flatbush",1,193.0768073,385,3.29,"Neutral"
"Artsy Loft-like Harlem Apartment","Deirdre","Harlem",1,131.3115061,402,4.15,"Good"
"Unique Bushwick one bedroom with private garden","Angelo","Bushwick",1,197.7827976,297,4.56,"Neutral"
"A cozy apartment in Hamilton Heights!","Jonathan","Harlem",16,245.0422154,261,4.1,"Neutral"
"Manhattan townhouse near subway","Patricia","Harlem",16,512.5759624,261,3.16,"Bad"
"Welcoming and Beautiful bedroom in Brooklyn.","Jon","Flatbush",1,88.58907355,274,3.09,"Neutral"
"Female, Shared, Cozy, Huge Harlem Studio Apt","Alanah","Harlem",1,99.61538121,435,2.17,"Good"
"Primary Midtown Location Highrise Apartment","Jenya","Murray Hill",16,536.7435242,493,2.93,"Bad"
"SoHo/Greenwich Village 1BR Apt","Jeffrey","Greenwich Village",16,536.2615934,255,3.58,"Bad"
"Comfy bachelor's apartment, Clinton Hill, Brooklyn","Dmitri","Clinton Hill",1,198.8754899,462,3.49,"Neutral"
"Beautiful large 2 br appartement in Brooklyn!","Anne","Bedford-Stuyvesant",16,520.4401507,450,3.68,"Bad"
"1BR Lower East Side GEM In New Elevator Building!","Scott","Lower East Side",16,535.2429239,388,2.96,"Bad"
"Clean Quiet 1BR in lovely doorman FiDi building","Catherine","Financial District",1,283.8811414,397,3.73,"Neutral"
"Very large, clean 1 BR apartment","Tauheed","East Harlem",16,514.8895966,200,2.9,"Bad"
"Small Private Studio in Astoria close to Manhattan","Mayra","Ditmars Steinway",5,91.45225181,456,3.21,"Good"
"Sunny and quiet Chinatown gem","Saralena","Civic Center",1,284.8685627,297,2.25,"Bad"
"Lower East Side Summer Rental","Jonathan","Lower East Side",16,533.7723357,357,2.54,"Neutral"
"Spacious room in mid manhattan!","Victoria","Midtown",1,144.4928087,410,4.5,"Good"
"big Room 25 min to time square","John","Forest Hills",5,79.4488506,451,2.75,"Good"
"Hamilton Studio. 2Queen. priv bath. kitchenette","Hamilton","Harlem",1,263.3767151,331,3.93,"Neutral"
"Magical Duplex in the Heart of Manhattan!","Alfonso","Midtown",17,538.8007987,493,2.96,"Good"
"Sunny large room in Bushwick","Maxime","Bushwick",16,191.3410475,371,3.48,"Neutral"
"Architecturally Designed East Village Oasis","Sheelagh","East Village",1,285.2968013,390,4.48,"Neutral"
"Beautiful  APT. mins from JFK/ mins from the city!","Jorge","Cypress Hills",1,189.9464448,309,3.6,"Neutral"
"a Peace House and free parking","Qudsia","Flatlands",1,189.292457,567,2.81,"Neutral"
"Modern Royal Suite in Manhattan - New York City!","David","Midtown",16,538.5851699,297,4.04,"Bad"
"*NO GUEST SERVICE FEE* Beekman Tower Studio Suite  #4","Red Awning","Midtown",2,284.0418932,278,4.5,"Neutral"
"Historic Greenwich Village apt.","Julien","Greenwich Village",16,536.3570059,280,3.08,"Bad"
"SPACIOUSprivate room in LARGEapt 1block from train","Imani","Bedford-Stuyvesant",1,93.43776807,187,2.78,"Neutral"
"Duplex 5 BR apartment in a historic brownstone","Petra","Bedford-Stuyvesant",1,196.7098977,309,2.89,"Neutral"
"Comfortable room in spacious Brooklyn apartment","Steven","Crown Heights",1,90.04289393,294,2.05,"Neutral"
"EMPIRE COZY DOUBLE DOUBLE","Gabriel","Hell's Kitchen",16,263.7464815,318,4.55,"Neutral"
"Hamilton Heights Townhouse Apartment","Michael","Harlem",16,245.390366,303,2.63,"Neutral"
"Northern Manhattan Bicycle & Guitar Oasis","Susan","Inwood",1,258.4983683,158,3.24,"Bad"
"Bright and Spacious Apartment in Bay Ridge","Ruby","Fort Hamilton",1,189.3894916,657,2.03,"Good"
"Downtown, Renovated 2 Bedroom Apt","Summer","Chinatown",16,535.0635839,396,2.67,"Bad"
"Upper West Manhattan Entire Suite","Yao & Rain","Harlem",1,263.6899761,191,3.97,"Neutral"
"Bedroom on the lively Lower East Side","Brooke","Lower East Side",16,263.2444562,656,3.78,"Good"
"Beautiful 1 BR w/ Private Backyard","Lyle","Cobble Hill",1,202.6781941,362,3.01,"Neutral"
"Intimate and cozy","Cindy","Harlem",1,131.7466823,280,2.14,"Neutral"
"More Comfy Bushwick","Hupeto","Bushwick",1,194.9757134,476,3.48,"Neutral"
"Central location, Manhattan. 1-bed Apt","Val","Murray Hill",16,536.7435242,166,3.17,"Bad"
"Comfy room in Gramercy Park","Max","Gramercy",1,149.4136981,694,2.89,"Good"
"Bushwick / Bed Sty Retreat","Brian","Bedford-Stuyvesant",1,197.2908823,176,2.86,"Neutral"
"Sonder | 116 John | Stunning 1BR + Rooftop","Sonder (NYC)","Financial District",16,531.8115514,350,4.47,"Neutral"
"Mod Home Steps from Prospect Park","Jenna","Flatbush",1,192.9616911,324,4.03,"Neutral"
"King sized bed in pre war apt","Kristine","Crown Heights",1,196.3131562,240,4.59,"Neutral"
"Top floor of a charming Brooklyn townhouse","Kelly","Gowanus",1,197.3872652,366,3.75,"Neutral"
"Clean One Bedroom","V","Chelsea",1,287.6022804,488,2.36,"Neutral"
"King Hotel Room at Wyndham Midtown 45 Resort","Joy","Midtown",1,147.4891531,174,3.3,"Neutral"
"Lovely, Cozy Loft Carroll Gardens","Ute","Gowanus",1,200.0666752,340,2.87,"Neutral"
"Location au coeur de Brooklyn!","Marie","Bushwick",1,197.0775447,336,2.71,"Neutral"
"Cozy Boutique Studio | Heart of NYC","Aidin","Kips Bay",16,538.1607577,541,3.35,"Neutral"
"Tudor City","Vera","Midtown",16,533.2004403,512,3.59,"Neutral"
"Behind the Red Door II ","Diane And Craig","Harlem",1,265.1121249,750,4.4,"Good"
"Sunny room B in upper west side NY, Columbia","James","Morningside Heights",16,246.9079457,327,4.21,"Neutral"
"SPACIOUS MIDTOWN APT WITH BACKYARD","Diana","Midtown",16,532.3382632,517,2.91,"Bad"
"Private Bedroom LOWER EAST SIDE","Jennifer","Lower East Side",16,262.0920576,240,4.63,"Neutral"
"Midtown West short term sublet","Huishan","Hell's Kitchen",16,262.6230122,487,3.78,"Bad"
"Fort Greene Hideaway","Maeve","Fort Greene",1,201.2984482,588,2.81,"Neutral"
"Caribbean Room - Inn Your Element","Natasha","Arverne",5,75.99974365,323,3.31,"Good"
"Greenpoint Williamsburg only  min to the city","Kristian & Di","Greenpoint",1,102.326545,633,4.87,"Good"
"Hamilton Heights Abode","Victoria","Harlem",16,245.3013651,341,2.92,"Neutral"
"Very comfortable room","Alfredo","Harlem",1,132.0391377,288,3.01,"Neutral"
"Location Nancy","Petya","Astoria",5,135.2132006,382,3.95,"Neutral"
"Spacious room with a double bed in heart of BK","Stella","Bushwick",1,90.65638409,614,2.8,"Good"
"Charming, Sunny Studio in Williamsburg","Ariella","Greenpoint",16,257.6380232,203,2.49,"Bad"
"Central Park North - 15min de T SQ","Quentin","Harlem",1,131.9097943,674,3.48,"Good"
"Private, Clean, 1.5 Bedroom Apt","Alyssa","Morningside Heights",1,267.5765173,319,2.3,"Bad"
"Yve's Getaway","Yve","Harlem",1,265.0953458,335,3.26,"Neutral"
"Cozy Family Condo Bed Stuy (with amenities!)","Asher","Bedford-Stuyvesant",16,517.933471,245,3.74,"Bad"
"Chic 2Br/2bath, Lower Manhattan","Guillermo","Lower East Side",16,533.2810023,642,2.27,"Bad"
"Не дорогая комната в Нью-Йорке, в Бруклине","Ella","Coney Island",1,83.5862665,404,3.5,"Good"
"Cozy, impeccable, sunlit West Village studio","Juan","Chelsea",16,535.8847018,241,3.24,"Bad"
"Fort Greene Jamaican vibes !","Bels","Fort Greene",1,96.46814982,206,3.97,"Neutral"
